text,label,önem derecesi
Kahramankazan Belediyesi Caddenin Su Dolu Olması Satıkadın mah. Şehit yusuf alptekin Caddesi köstebek yuvaları ve yüzme havuzu ile siz belediye yetkililerini bekliyor. Arkadaşlar biz bu cadde de yürüyemiyoruz yağmur yağınca cadde havuz oluyor. Araba geçiyor duş alıyoruz. Bizden vergi alıyorsunuz. Hizmet yok. Gelin görün şu yağmurlu günlerde caddenin hali ayıp hiç yakışmıyor Kahramankazan belediyesine Hizmet istiyoruz..,Altyapı ve İmar,3
"Kahramankazan Belediyesi Otobüs Şöforü Tavrı Kahramankazan'da 3 kere beyaz halk otobüslerinde bebek arabasıyla binerken sıkıntı yaşadı. Çabuk çabuk acele et diyorlar. Nereye yetişiyor acaba, bir de bebek arabasıyla binmeni istemiyor. 2 kere arabaya tam binmeden kapıları kapatıp, kapıyı kollarıma çarptılar. Bugün bebeğim acele ederken araba katlandı, bebek arabasının demiri gözüne çarptı. Daha acele et diyor, bağırma diyor. İnsan hayatı bu kadar ucuz mu? İlle bağırıp çağırıp sinir krizi mi geçirmek lazım?",ASKİ,2
Kahramankazan Belediyesi Kazan Beyaz Halk Otobüsü Beyaz halk otobüsü yolcu binmeden hareket ediyor acele diye bağırıyorlar kollarıma kapıları çarptılar annemde aynı sorunu yaşadı bebek arabam vardı aceleden katlandı bebeğimin gözü acıdı insan hayatı bu kadar ucuz olmamalı. Bunun için uyarılmalarını rica ediyorum,Ulaşım ve Trafik,3
Kahramankazan Belediyesi Özel Halk Otobüsü Özel halk otobüsleri çok dolu sefer az insanlar üst üste binmek zorunda kalıyor. Bir de şoförlerden özel aracinmi diye tepki gösteriyor. Daha belediye durağında kapıdan zor bindim sefer sayılarını artırın lütfen insanlar işten çıkıyor. Bir de üst üste ayakta onca yol çekiyor,Ulaşım ve Trafik,3
Kahramankazan Belediyesi Özel Halk Otobüsü Almaması Kahramankazan özel halk otobüsü 563 hatlı plakasının son 4 rakamını aldığım özellikle durak yerinde beklerken ve el kaldırmama ve boş olmasına rağmen hızlı bir şekilde transit durakta durmayarak devam etmiştir. Bu yaşadığım durumun sakin duraklarda belli sürücüler tarafından görmezden gelinerek yoğun olan duraklara ve yaşanan rekabetten ötürü özellikle Kahramankazan özel halk otobüslerin denetimlerinin sıklaştırılmasını talep ediyorum.,Ulaşım ve Trafik,3
"Kahramankazan Belediyesi Yollarımız Asfaltsız Yapın Saray Mahallesi Atom Caddesi zaman asfaltlanacak acaba, yazın tozu, kışın çamuru derken mağdur oluyoruz.",Altyapı ve İmar,2
"Kahramankazan Belediyesi Yardıma Muhtaç Köpekler Var Kahramankazan pazarın orada **  o civarda başıboş köpekler bulunuyor. Saldırgan değiller ama aşısız ve aç durumdalar. Gerekenin yapılması ve köpeklere yardım edilmesini talep ediyorum. Biz biraz ekmek vermeye çalıştık ama sayıları az değil ayrıca aşısız oldukları belli, yardıma ihtiyaçları var.",Sokak Hayvanları Tehditi,3
"Kahramankazan Belediyesi Halk Eğitim Merkezleri, hiçbir Yerde Yok Mu? Geçen yıl bir kursa girmek istedim ve dolu, gelecek yıl kaydolun dendi. Bu yıl yaklaşık 2 ay önce kursa kaydoldum, bugün aradılar ve bu kurs için iki hocamız var ancak ikisi de dolmuş başka bir kursa katılmak ister misiniz diyorlar. her yerde varız adı altında belirli kişileri kursa dahil edip gerisini boş vermek mi... Burası halkın eğitildiği yaygın eğitim merkezi mi, emin misiniz!",Belediye Hizmetleri,1
"Kahramankazan Belediyesi Ankara/Kazan/Saray Mah. Yol Durumu Daha önceden de şikayet ettiğim üzere Kazan ilçesine bağlı Saray mah. 189. Ve 190. Sokak yol durumu halen düzeltilmemiştir. Geçenlerde sadece belirli bölgeye asfalt atıldı, görselde belirttiğim gibi yol durumu halen berbattır. İş yerlerimize çamura batmadan giriş çıkış yapamıyoruz, siz olsaydınız bu yolda bırakın yürümeyi arabayla bile geçmezsiniz. Yetkili kişiler artık lütfen bu konuyla ilgilenin.",Ulaşım ve Trafik,3
"Kahramankazan Belediyesi Kahramankazan Ulaşım Problemi Kahramankazan otobüsleri çok sıkıntılı. Bugün bayram Sıhhiye de bir saattir beyaz otobüs bekliyoruz durmadan gitti o kadar insan mağdur oldu ellerinde poşetlerle. O değil diğer otobüsünde durağa geldiğimde 1,5 saati vardı. Daha oda gelecek. İnanılmazzzz bir ulaşım sorunu var bu kazanda. Normal zamanlarda zaten bu sıkıntıyı çekiyoruz maalesef ama bari Bayram günü seferleri arttırın mağdur etmeyin vatandaşı",Ulaşım ve Trafik,3
"Kahramankazan Belediyesi Hayvan Hakları İhlali Kahramankazan'da son iki günde üç tane köpeğin uyuşturularak, boynundan tutularak, muamelesinden bahsetmek dahi istemiyorum;zorla belediye tarafından gönderildiği iddia edilen pikaba yerleştirilmesine, atılmasına şahit oldum. En az insanlar kadar özgür yaşama hakları olduğu kanaatindeyim ki bu durumun çocukların başıboş dolaşıp, köpeklere vurup, ailelerin de köpekleri şikayet etmeleriyle taban tabana çelişmekte olduğunu düşünmekteyim. ",Sokak Hayvanları Tehditi,3
Kahramankazan Belediyesi Ulus Özel Halk Otobüsü Kazan Ankara belediye özel halk otobüsleri 06 j**6 plaka araç ilk kez böyle sıkıntı görüyorum ben şoförün tam arkasında oturmama rağmen düşme çalışmıyor bende 3 kere bağırdım dururmu sunuz diye düğme var orada deyip bana bağırıyor ve o sırada bile hala yanındakiyle konuşup yola odaklanmadan sürüyor bu şoföre gereken yapılmazsa mansur yavaşa kadar giderim plakasını çektim o sırada geri gelip gel bunu da çek dedi yazık böyle şoför olmasın o kadar insanın canına yazık gerekeni hemen yapılsın ceza işlemi uygulansın şoförlükten gerekiyorsa alınsın yoksa peşini bırakmam bu işin uğraşırım.,Ulaşım ve Trafik,3
Kahramankazan Belediyesi Tanımadığım Kazan Belediye Diye Bir Yerden Sürekli Mesaj Alıyorum Sürekli kazan bld diye bir yerden şifre mesajı alıyorum 1. De yanlışlık olmuştur dedim 2. De de dedim 3. Kere aynı mesaj gelmeye başladı? Rahatsız oluyorum artık bunu keser misiniz? Lütfen ilgilenin bir an önce çünkü ne olduğunu bile bilmediğim birinden sürekli mesaj almak rahatsız edici,Belediye Hizmetleri,1
Kahramankazan Belediyesi Özel Halk Otobüsleri Toplum Taşıma Kazan Ankara belediye özel halk otobüsleri kapasitesinin iki katı yolcu alıyor yolcular tepki verdiği zaman şoförlerin sözlü ve fiziki saldırılarına maruz kalıyorlar yol ücreti 13 TL olmasına rağmen hala isyan eden bu şoförlerin uyarılmaları lazım.,Ulaşım ve Trafik,3
"Kahramankazan Belediyesi Kahramankazan Belediye Otobüsleri Kahramankazan belediye otobüsleri hem zamanında gelmiyor (Sıhhiye durağında, EGO cepte uygulamasında geliyor gibi görünüyor ama yolcunun binmesine izin verilmiyor, boş geçiyor), hem bazı duraklarda yolcu almıyor (özellikle Ankamall'un önündeki Varlık durağında hiç yolcu almıyor) hem de yolcu kapasitesinin üstünde yolcu alıyor. Bu yüzden çok sıkıntı çekiyoruz.",Ulaşım ve Trafik,2
Kahramankazan Belediyesi OSTİM Dolmuşları İle İlgili Kahramankazan dolmuşlarında sabah saatlerinde hiç denetleme yok bu mübarek günlerde saatlere uyan yok şoförler tartışmaya hazır işine gelen binsin işine gelen binmesin diyorlar OSTİM dolmuşunda özellikle tartışmalara hazır şoförler 13/04/2022 sabah saatinde 06 *** 18 plakalı araç şoförü de insanların içinde işine geliyorsa bin hemşehrim diyerek hakaret ediyorlar bir de. Bütün şoförler bir önceki arkadaş uyumuş ne yapalım klasik sözlerle bizleri mağdur ediyorlar.,Ulaşım ve Trafik,1
"Kahramankazan Belediyesi Otobüs Ve Dolmuşlarında Yetersizlik, Mağduruz Saray keresteciler dolmuşları kayı durağında durmadan direk geçiyorlar. İşe nasıl gideceğiz? Son durağa gidecek başka dolmuş otobüs yok işe gelmede mağduruz. Her gün işe geç gelmenin sorununu yaşıyoruz. Lütfen dolmuş ve otobüs sayılarını artırın. Her gün bu soğuklarda en az 1 saat bekliyoruz. Sesimizi duyan olsun artık. Kayı durağı var ama durakta duran bir vasıta yok.",Ulaşım ve Trafik,2
Kahramankazan Belediyesi Dolmuşların Kendi Kafasına Göre Fiyat Belirlemesi Sabah 4 tane dolmuşu durdurmak istedim ise gitmek için ama 4'ü de durmadı 5. Sefere artık dolmuşun önüne atladım o şekilde durdu dolmuşu 10 lira yapmışlar. Kafalarına göre kimden ne alırlarsa artık hiç de kağıt asılmamıştı. Plakası 06 ** lütfen gerekeni yapın.,Ulaşım ve Trafik,1
Kahramankazan Belediyesi Caddeye Kasis Yapmıyorlar Ben Ankara Kahramankazan Emirgazi mahallesinden benim evime 700 m uzaklıkta bir fabrika var bu fabrikanın önüne iki adet kasis ve yaya geçidi büyükşehir tarafından yapıldı benim evim caddeye on metre bu kadar ısrarlı müracaatlarım karşı hep red cevabi aldım benim çocuklarım torunlarım var. Büyükşehir yapmadığı gibi Kazan belediyesine'de yaptırmam diyor.,Ulaşım ve Trafik,3
Kahramankazan Belediyesi Kazan Özel Halk Otobüsleri Kazan özel halk otobüsleri belirtilen hareket saatlerinde otobüs çıkartmıyorlar okula sürekli geç kalıyorum durakta dakikalarca otobüs beklemek zorunda kalıyorum yolcu sayısı biriktiği için insanlar tepiş tepiş gitmek zorunda kalıyor denetlenmesini istiyorum,Ulaşım ve Trafik,3
Kahramankazan Belediyesi Canımızı Biz Kime Emanet Esiyoruz AKM de kahraman kazan özel halk otobüsünü beklerken 1. Gelen kahramankazan özel halk otobüsü beni görmedi. 2. Gecen kahramankazan özel halk otobüs de gördü fakat durağa yanaşamadı ve beklememi söyledi. Şoförlerin birinin gözü kördü diğer 2. Gelen şoför ise acemiydi,Ulaşım ve Trafik,3
"Kahramankazan Belediyesi Özel Halk Otobüsü Gelmemesi Kahramankazan TOKİ 51125 numaralı durak için 7.20 de gelmesi gereken otobüs 7.45 7.50 civarlarında gelmektedir 8.00 de is basi yapan veya aktarım yapan bizler, bu soğukta günlerdir beklemekteyiz. Bunun çözümü için yardımcı olmanızı istiyoruz.",Ulaşım ve Trafik,2
Kahramankazan Belediyesi Saray Keresteciler Dolmuşu Durakta Durmuyor Saray keresteciler dolmuşları kayı durağında durmadan direk geçiyorlar. İşe nasıl gideceğiz? Son durağa gidecek başka dolmuş otobüs yok işe gelmede mağduruz. Her gün işe geç gelmenin sorununu yaşıyoruz. Lütfen dolmuş sayılarını artırın ya da ek otobüs çıkarın.,Ulaşım ve Trafik,3
"Kahramankazan Belediyesi Saray Keresteciler Dolmuş Şoförleri Durakta Durmadan Direk Gidiyor Kahramankazan keresteciler Saraykent sanayi sitesi'nde çalışıyorum. Kayı mahallesinde oturmaktayım. Sabah durakta dolmuş bekliyorum ve durakta durmadan direk geçiyorlar arkadan geliyor diye işaret yapıyor şoför. Diğerini bekliyorum o da aynı şekilde arkadan geliyor, dolmuş dolu işareti yapıyor ve ben işe gitmekte güçlük çekiyorum. Şoförler ile görüştüğümde de onların yapacak bir şeyi olmadığını söylüyorlar. Sizden ricam, Saraykent sanayi sitesine son durağa kadar gelecek büyük bir otobüs ayarlamanız ya da lütfen şu dolmuş sayıları artsın.",Ulaşım ve Trafik,2
Kahramankazan Belediyesi Saraykent Sanayi Sitesi Başıboş Gezen Saldırgan Köpek Sürüsü Kahramankazan Saraykent Sanayi bölgesinde çalışmaktayım. Sanayi bölgesinde başıboş gezen 15 tane sürü halinde gezen köpek var. Aralarında saldırgan olanları da mevcut. Sizden ricam bu köpeklerin kontrol altına alınmasını istiyorum. Lütfen şikayetlerimizle ilgilenin.,Sokak Hayvanları Tehditi,3
Kahramankazan Belediyesi Keresteciler Sanayi Sitesi Çöp Sorunu Kahramankazan Keresteciler Sanayi sitesinde üretimi bulunan bir firmada çalışıyorum. Site içerisinde bulunan konteynırların yanlarına ve sanayide bulunan bazı köşelerde aşırı çöp birikmesi durumundan rahatsızım. Her yer çöp dolu ve konteynerin içine atılmayan hiçbir çöpün belediye tarafından toplanmadığını fark ettim. Biz ne kadar çevremizdeki atıkları toplasak bile konteynır azlığından koyacak yer bulamamaktayız. Bu bölgede bir çok insan her gün işe geliyor ve bu kadar özensizliğin normal olduğunu düşünmüyorum. Durumla ilgili bölgede daha özenli bir çalışma gerektiğini düşünüyorum.,Çevre ve Temizlik,3
Kahramankazan Belediyesi Kahramankazan Halk Otobüsü Anlayışsızlığı 25 09.2021 tarihli Saat 17:00 Şaşmaz kavşağından gecen halk otobüsü acil gitmem gerektiğini ve biletimin olmadığını söyledim nerede varsa oradan alayım ya da binenlerden rica edelim ücret karşılığında bilet alalım dememe rağmen otobüsten indirdi su an evde hastam var ve bir sonraki otobüsü beklemek zorunda kaldım. Sonuçta belediye aracı ve insanları bu şekilde mağdur etmesi hiç hoş bir hareket değil,Ulaşım ve Trafik,3
Kalecik Belediyesi Çöpçülerle İlgili Şikayetim Var Belediyenizde çalışan ama is yapmayan çöpçülerle ilgili şikayetim var is yapmayacaklarsa çöpçülüğü bıraksınlar emeklikent mahallesinin çöpleri düzenli olarak alınmıyor. Dun de gelmedi çöplerimizi atacak yer yok evde mi biriktirelim zaten arayınca mi gelecekler zaten Kalecik küçük bir yer çöpleri toplamak zor olmasa gerek herkese kolay gelsin,Belediye Hizmetleri,1
Kalecik Belediyesi Evlerimizde Su Yok Ankara Kalecik belediyesine şikayetim var köylere gelen su tankerlerinden hiç fayda sağlayamıyoruz evinden bahçe sulayanlara acil çözüm getirilmesi gerekiyor birkaç yere şikayette bulunduk ama ilgilenen kimse olmadı gereğinin yapılmasını talep ediyoruz,ASKİ,1
Kalecik Belediyesi Tarafından Asılsız Mesaj Kalecik Belediyesi tarafından kartınıza 300 TL yüklenmiştir diye mesaj geldi altında avukatın adı ve soyadı yazıyor ama kartımda böyle bir para görülmüyor. Gelen mesaj asılsız mı? Yatırılmadıysa bu tarz mesajların gelmesi uygun olmamalıdır gereğinin yapılmasına arz ederim,Belediye Hizmetleri,3
Kalecik Belediyesi Çöpçülerle İlgili Şikayetim Var Belediyenizde çalışan ama is yapmayan çöpçülerle ilgili şikayetim var is yapmayacaklarsa çöpçülüğü bıraksınlar emeklikent mahallesinin çöpleri düzenli olarak alınmıyor. Dun de gelmedi çöplerimizi atacak yer yok evde mi biriktirelim zaten arayınca mi gelecekler zaten Kalecik küçük bir yer çöpleri toplamak zor olmasa gerek herkese kolay gelsin,Belediye Hizmetleri,1
Kalecik Belediyesi Tarafından Asılsız Mesaj Kalecik Belediyesi tarafından kartınıza 300 TL yüklenmiştir diye mesaj geldi altında avukatın adı ve soyadı yazıyor ama kartımda böyle bir para görülmüyor. Gelen mesaj asılsız mı? Yatırılmadıysa bu tarz mesajların gelmesi uygun olmamalıdır gereğinin yapılmasına arz ederim,Belediye Hizmetleri,3
Kalecik Belediyesi Evlerimizde Su Yok Ankara Kalecik belediyesine şikayetim var köylere gelen su tankerlerinden hiç fayda sağlayamıyoruz evinden bahçe sulayanlara acil çözüm getirilmesi gerekiyor birkaç yere şikayette bulunduk ama ilgilenen kimse olmadı gereğinin yapılmasını talep ediyoruz,ASKİ,1
"Kızılcahamam Belediyesi Başıboş Köpek Sorunu Ankara Kızılcahamam S---Mahallesi'nde başıboş köpekler yüzünden büyük sorun yaşıyoruz. Defalarca belediyeyi arayıp bildirmemize rağmen hala hiçbir şey yapılmış değil. 200'den fazla tavuğum vardı, şimdi 50 kadar bile yok. Köpekler hayvanlarımızı telef ediyor. Bunun zararını kim karşılayacak acaba?",Sokak Hayvanları Tehditi,3
"Kızılcahamam Belediyesi Ankara Kızılcahamam Otobüsleri Ankara Kızılcahamam otobüsüne binmek için dolmuş duraklarında beklememizi istediler saat üçe sıra yazdılar. Bekledik almadılar. İleri geri ters bir şekilde konuşmayla hitap ettiler. Durağı tekrar aradım, 'siz gelemezsiniz' diye sizi 15.30 arabasına yazdık dediler. Şikayetçiyim.",Belediye Hizmetleri,3
"Kızılcahamam Belediyesi Jeopark Müzesi Hizmeti Ankara Kızılcahamam Belediyesi Jeopark Müzesinin ziyaretçilerine olan hizmeti çok kötü, davranışları çok saygısızca, bir uzun yoldan gelen, şehir dışından gelen bir ziyaretçi olarak lavaboları dahi kullanamadık, kilitliydi ve arızalı denilerek geçiştirildik. Devletin, ülkemizin müzesi çalışanlarının bu kadar saygısız, ziyaretçilerine karşı bu kadar ilgisiz olmamaları gerekir.",Belediye Hizmetleri,1
"Kızılcahamam Belediyesi Engelli Tarifesi Yokmuş Küçük kaplıca belediye yerine gittim. Engelli tarife sordum neymiş Ankara engelli tarife olmuyormuş. Sade Kızılcahamam engelli kimlik oluyormuş. Kızılcahamam kime bağlı? Yani biz Ankara'da engelli İstanbul'da engelli Bursa'da engelli, ama Kızılcahamam'a gelince engelli değiliz öyle mi? Aferin size.",Belediye Hizmetleri,2
Kızılcahamam Belediyesi Kızılcahamam Soğuk Su Milli Parkı'nda Ücretli Giriş Kızılcahamam Soğuk su milli parkı ücretli girişi yapılması ve zorunlu otopark fişi teslimi yapılıyor. Hizmet amacıyla halkın yararına sunulan alanın bazı insanlar kazanç için kullanması rahatsızlık veriyor. Yetkililerin dikkate alması gerekli. Neden milli parklar müdürlüğü makbuz vermiyor da otopark fişi kesiliyor ve yetkililer göz yumuyor.,ASKİ,1
Kızılcahamam Belediyesi Otobüs Terminali Personel Saygısızlığı Ankara terminalinden yer ayırtmak için aradığımda m*** a*** isimli personel telefonda bağırarak azarlayarak üslupsuz bir şekilde konuşuyor. Böyle bir saygısızlık yapamaz kimse hem de karşısındakinin ne dediğini anlamadan kendine göre yorumlayarak bağıra bağıra konuşuyor. Kesinlikle böyle iletişim becerisinden yoksun insanlara böyle sorumluluklar verilmemeli ve bununda bir karşılığı olmalı bu kişinin yetkili otobüs şoförlerinin başkanı olduğunu öğrendim yazıklar olsun.,Belediye Hizmetleri,3
Kızılcahamam Belediyesi Çok Ayıp Yaptığınız Küçük kaplıcaya gittim ayran ve soda istedim para verdiğim sodayı yarım koyup başka bardakta benim sodayı satıyorlar bir sodayı iki kişiye bölüyor yani orada ihtiyar dişileri olmayan amca bana git belediye ye şikayet et orada bizim dedi. Kocaman belediye benim para verdiğim sodam dan iki Yudum hakkıma girdi,Belediye Hizmetleri,3
Kızılcahamam Belediyesi Kızılcahamam Belediye Terminali Kızılcahamam terminalinde küçük bir kedinin üzerinden otobüs şoförü geçti. Hayvanın çığlıklarına kulak asmayıp yoluna devam etti. Terminal çalışanları da bu duruma kayıtsız kaldı ve yapacak bir şey olmadığını söylediler. Bu durumla ilgili gerekenlerin yapılmasını istiyorum.,Sokak Hayvanları Tehditi,1
"Kızılcahamam Belediyesi Otobüs Terminali Bugün Kızılcahamam terminalinde minibüs şoförü küçük bir kedi yavrusunu ezip geçti ve hayvancağızın o can çekişmesini kimse kaile almadı. Orada çalışanlar da şoförü desteklediler görmemiştir yapacak bir şey yok vs. Kedi orada kaldı, lütfen bu durumla ilgilenin.",Sokak Hayvanları Tehditi,3
Kızılcahamam Belediyesi Kızılcahamam Belediye Terminali Kızılcahamam terminalinde küçük bir kedi yavrusunun otobüs şoförü üzerinden geçti hayvanın bağırma seslerini bile dikkate almadı küçücük kediyi ezip gitti çalışanlar da şoförü koruyor ezdiyse yapacak bir şey yok görmemiştir dedi kedi terminalin önünde yerlerde süründü bu durumla lütfen ilgilenin.,Sokak Hayvanları Tehditi,3
Kızılcahamam Belediyesi Çevre Temizlik Bakım Kızılcahamam Belediyesi sözde sıfır atık Belediyesi olarak seçildi ama nahiyeleri çevresi turistik alanları çok kötü. Örneğin pazar köy mevkii burada insanların piknik alanı olarak kullandığı yer pislikler le dolu buraları kirleten yine bizleriz ama belediye en azından buralara çöp konteyneri olması gerekmektedir. Ne il ne de ilçe belediyemize hiç yakışmayan görüntüler yazık.,Çevre ve Temizlik,1
Kızılcahamam Belediyesi Köpeklerden Rahatsız Oluyoruz Kızılcahamam Otacı mh şıhlar mahallesindeki köpeklerden çok rahatsız oluyoruz. Köpekler en az 20 30 tane yavru köpek var. Bunların buradan acil alınmasını istiyorum. Muhtarımıza söylüyoruz ama hiçbir çözüm bulamıyoruz bir an önce bunların kurdan acil olarak alınmasını istiyoruz.,Sokak Hayvanları Tehditi,3
"Kızılcahamam Belediyesi Kaplıcalardaki Çalışanlar Saygısız Kızılcahamam büyük kaplıcada ki çalışanların hepsi saygısız ve müşterilerle sürekli haksız oldukları halde kavga halindeler. Kavga sebebi olmaya çok müsait bir yer, inşallah sorun çözülür yoksa hem CİMER'e hem de Ankara büyükşehir belediyesine kadar gidilebilir.",Belediye Hizmetleri,2
Kızılcahamam Belediyesi Memnuniyetsizlik Ve Saygısızlık Belediyenin pansiyon evleri için aradık hafta sonu 4 kız kuzen olarak konaklama yapmak için ve çalışan o kadar saygısızca sadece aile alınıyor arkadaş kabul edemiyoruz olarak yanıt verdi. Bu nasıl bir olay acaba yasak bir durum mu erkek yok 4 kız kuzen yani böyle bir şey olabilir mi,Belediye Hizmetleri,3
"Kızılcahamam Belediyesi Arazi Satış İhalesi Kızılcahamam İlçesi Taşlıca Mahallesi halkından K**K**' nin kızıyım. 2021 yılı Kasım ayı içinde ailecek yıllarca yaşadığımız, Taşlıca Mahallesinde bulunan 142/2 parsel olarak ölçüm yapılan arazinin belediye ihalesi ile satılacağı bilgisi Taşlıca Mahallesi muhtarımız tarafından bildirildi. Kızılcahamam Belediyesine aldığım bilgiye istinaden başvuru yaptım. İhale için belirli bir miktar para yatırdım. Benim dışında ihaleye n** K**kızı f** K**e’ inde katıldığını öğrendim. Aralık ayı içinde Kızılcahamam Belediyesi içinde ihale yapıldı. Ben f**K** ve yakınlarının tavır ve davranışlarından rahatsız olduğumdan arada bir husumet olmaması adına ihaleden çekilmek zorunda kaldım. Ancak yıllarca ailemle birlikte yaşadığımız toprakların özellikle babamın demirci ustası olarak emek verdiği iş yeri olarak kullandığı dükkanının da bulunduğu toprakların f** K**tarafından alınmasına çok üzüldüm. Bu nedenle evimiz etrafında 2B kapsamında bulunan yerleri almak için girişimde bulundum. Milli Emlak Genel Müdürlüğü tarafından tayin edilen 2B arazilerin ölçüm ve tespitini yapan Kızılcahamam İlçesinde bulunan kişilere ulaştım. Ölçüm ve tespit yapan kişilere 142/2 parsel olarak tespit edilen arazinin Kızılcahamam Belediyesi tarafından ihale yapılarak satıldığını söylediğimde, o arazinin de 2B kapsamında olduğunu, Belediye ihalesi ile satış yapılmasının mümkün olmadığını, şu an Taşlıca Mahallesine ait hiçbir arazinin satışının yapılmadığı bilgisini verdiler. Almış olduğum bu bilgiden dolayı 142/2 parsel arazi üzerinde yapılan Kızılcahamam Belediyesi İhalesi hakkında tereddütlerim oluştu. Büyükşehir Belediyesi hizmetlerinizden dolayı yaşamış olduğum güven ve memnuniyet esasına dayanarak özellikle de şeffaf belediyecilik hizmetinizden dolayı bu dilekçeyi yazmak istedim. Ailemizle yıllarca yaşadığım, çocukluğumu geçirdiğim topraklar ile ilgili, Kızılcahamam Belediyesi tarafından yapılan 142/2 parsel numaralı arazi ihalesinin geçerliliğinin araştırılması, arazinin durumunun incelenmesi ve tarafıma bilgi verilmesi hususunu; n**t g** t. C. Kimlik no:1713**002 Adres: Etlik Mahallesi. Ayvalı Caddesi. Nur Apt. No: 70/1 Keçiören/Ankara İletişim: 0505572**-0505572**",Belediye Hizmetleri,2
Kızılcahamam Belediyesi Halk Otobüsü Saygısızlığı Bugün sabah Ankara'dan Kızılcahamam gelen sabah 8.30 aracı 06 ***1 plakalı araç şoförü aşırı terbiyesiz sağlık ürünleri sattığımızı acil hastamız var 30 saniye beklermişim. Hasta bezim gelecek dedim. 30 saniye sonra bezlerim geldi. İ almak için aşağıya indim. Kapıyı kapattı bastı ve gitti. Ben arkadan başka bir araçla yetiştim. Ama sen benim önümü kesemezsin gibi sözlere maruz kaldım. Bu durumu gerekli her yere bildireceğim.,Ulaşım ve Trafik,3
Kızılcahamam Belediyesi Yolumuzun Tamir Ve Bakımı! Sayın başkanım mahkeme ağacın Mahallesi no 150/1 de oturmaktayım ASKİ su borusu döşemek için kazı yaptı ama yolumuzu öyle yarım bıraktı zor şer kilit taşı döşendi. Onunda bozup gittiler iki araç yan yana geçemiyor.,Altyapı ve İmar,3
"Kızılcahamam Belediyesi Yanlış Bilgi Verilmesi Ankara Kızılcahamam arası olan özel minibüslerdeki, özellikle Etlik garajlardaki çalışanlar müşteri kaçırmamak için insanlara yalan uyduruyorlar, ö**** y**** adlı şahıs bize otobüsün 5 dakika sonra geleceğini söyleyip yer ayırtmamıza rağmen, Atatürk kültür merkezindeki bütün yolcuları 1 saat 15 dakika bekletti.",Ulaşım ve Trafik,1
Kızılcahamam Belediyesi Büyük Kaplıca Kızılcahamam Şikayet Kızılcahamam büyük kaplıca belediye tesisine gittik hiçbir hijyen kuralına uyulmuyor hiçbir çalışanda maske yok ve giriş çıkışlarda arada havalandırma ve zaman dilimi koymuyorlar biri çıkıyor. Biri giriyor ve jakuzileri çalıştırılmıyor su devir edemediğinden başkasından kalan pis suya giriyorsunuz hijyen maske yok,Sağlık ve Hijyen,3
"Kızılcahamam Belediyesi Ankara Kızılcahamam Otobüsleri Ankara Kızılcahamam otobüsüne binmek için dolmuş duraklarında beklememizi istediler saat üçe sıra yazdılar. Bekledik almadılar. İleri geri ters bir şekilde konuşmayla hitap ettiler. Durağı tekrar aradım, 'siz gelemezsiniz' diye sizi 15.30 arabasına yazdık dediler. Şikayetçiyim.",Ulaşım ve Trafik,3
"Kızılcahamam Belediyesi Başıboş Köpek Sorunu Ankara Kızılcahamam S---Mahallesi'nde başıboş köpekler yüzünden büyük sorun yaşıyoruz. Defalarca belediyeyi arayıp bildirmemize rağmen hala hiçbir şey yapılmış değil. 200'den fazla tavuğum vardı, şimdi 50 kadar bile yok. Köpekler hayvanlarımızı telef ediyor. Bunun zararını kim karşılayacak acaba?",Sokak Hayvanları Tehditi,3
"Kızılcahamam Belediyesi Jeopark Müzesi Hizmeti Ankara Kızılcahamam Belediyesi Jeopark Müzesinin ziyaretçilerine olan hizmeti çok kötü, davranışları çok saygısızca, bir uzun yoldan gelen, şehir dışından gelen bir ziyaretçi olarak lavaboları dahi kullanamadık, kilitliydi ve arızalı denilerek geçiştirildik. Devletin, ülkemizin müzesi çalışanlarının bu kadar saygısız, ziyaretçilerine karşı bu kadar ilgisiz olmamaları gerekir.",Belediye Hizmetleri,1
"Kızılcahamam Belediyesi Engelli Tarifesi Yokmuş Küçük kaplıca belediye yerine gittim. Engelli tarife sordum neymiş Ankara engelli tarife olmuyormuş. Sade Kızılcahamam engelli kimlik oluyormuş. Kızılcahamam kime bağlı? Yani biz Ankara'da engelli İstanbul'da engelli Bursa'da engelli, ama Kızılcahamam'a gelince engelli değiliz öyle mi? Aferin size.",Belediye Hizmetleri,2
Kızılcahamam Belediyesi Kızılcahamam Soğuk Su Milli Parkı'nda Ücretli Giriş Kızılcahamam Soğuk su milli parkı ücretli girişi yapılması ve zorunlu otopark fişi teslimi yapılıyor. Hizmet amacıyla halkın yararına sunulan alanın bazı insanlar kazanç için kullanması rahatsızlık veriyor. Yetkililerin dikkate alması gerekli. Neden milli parklar müdürlüğü makbuz vermiyor da otopark fişi kesiliyor ve yetkililer göz yumuyor.,ASKİ,1
